,Name,OBJECTID,ID_UC,Reserve.Type,Class,gov_level,year_created,Polygon_quality,Organization_group_name,ID_TI,ADR6,Population,State,Municipality,OpDam_ID,NEAR_DIST_OpDam_m,Dam_ID,NEAR_DIST_alldams,Sum_Area_km2,Never_forested_km2,Area_deforested_km2
631,RESERVA EXTRATIVISTA MARINHA MOCAPAJUBA,116,3132,Extractive Reserve,Sustainable Use,Federal,2014,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,51,374384.5894,80,374383.2143,200.1442461,5.869251967,18.4403251
36,Area DE PROTEcaO AMBIENTAL DO IGARAPo GELADO,117,22,Enviornmental Protection Area,Sustainable Use,Federal,1989,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,51,238739.3632,49,125325.4822,230.4486113,0.025001142,94.14553224
654,RESERVA EXTRATIVISTA TERRA GRANDE PRACUUBA,118,282,Extractive Reserve,Sustainable Use,Federal,2006,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,51,253868.848,10,236238.0029,2036.652988,225.5303451,64.80319812
608,RESERVA EXTRATIVISTA EXTREMO NORTE DO TOCANTINS,119,240,Extractive Reserve,Sustainable Use,Federal,1992,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,5,142761.9691,73,62349.56183,90.35754248,6.448083677,83.88651754
646,RESERVA EXTRATIVISTA RIO XINGU,120,1635,Extractive Reserve,Sustainable Use,Federal,2008,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,3,240929.3192,10,168269.8932,3029.410436,,38.72635872
221,FLORESTA NACIONAL ALTAMIRA,121,83,Forest,Sustainable Use,Federal,1998,Approximate,Instituto Chico Mendes de Conservaumo da Biodiversidade,,,,,,3,294675.2066,15,106277.6579,7180.136134,0.084301257,163.7110412
603,RESERVA EXTRATIVISTA DO LAGO DO CAPAN  GRANDE,122,242,Extractive Reserve,Sustainable Use,Federal,2004,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,41,314406.4672,75,307354.1301,3015.310422,36.84017782,36.30631604
638,RESERVA EXTRATIVISTA QUILOMBO DO FRECHAL,123,1520,Extractive Reserve,Sustainable Use,Federal,1992,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,51,566040.8875,73,490567.4718,96.760305,,96.7602434
623,RESERVA EXTRATIVISTA MARACANn,124,227,Extractive Reserve,Sustainable Use,Federal,2002,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,51,399140.8694,80,399137.6768,205.0345922,0.686355654,5.155780346
237,FLORESTA NACIONAL DE PAU-ROSA,125,104,Forest,Sustainable Use,Federal,2001,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,0,241205.6758,70,60064.55508,9904.502231,20.0921433,44.42350129
673,RESERVA PARTICULAR DO PATRIMnNIO NATURAL SESC TEPEQUaM,126,1158,Private Reservation of the Natural Heritage,Sustainable Use,Federal,2001,Schematic,Instituto Chico Mendes de Conservaeso da Biodiversidade,,,,,,0,540455.6284,59,424663.0533,0.580593415,0.580593412,
620,RESERVA EXTRATIVISTA M DIO JURUr,127,235,Extractive Reserve,Sustainable Use,Federal,1997,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,23,516100.725,20,385973.2672,2861.186636,,37.60698809
598,RESERVA EXTRATIVISTA DE CURURUPU,128,279,Extractive Reserve,Sustainable Use,Federal,2004,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,51,564548.3066,73,509963.4763,829.6170549,,214.5123422
229,FLORESTA NACIONAL DE ITACAIUNAS,129,117,Forest,Sustainable Use,Federal,1998,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,51,243772.873,49,171451.0946,1353.593537,,200.2521119
248,FLORESTA NACIONAL DO AMAZONAS,130,114,Forest,Sustainable Use,Federal,1989,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,0,451874.7283,59,373202.3693,21075.61518,9.895189063,66.42458117
666,RESERVA PARTICULAR DO PATRIMnNIO NATURAL FAZENDA CALIXTO,131,2106,Private Reservation of the Natural Heritage,Sustainable Use,Federal,2009,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,36,193216.7268,55,106544.4853,3.234798194,3.234798229,
22,Area de protecao AMBIENTAL SERRA DA TABATINGA,132,12,Enviornmental Protection Area,Sustainable Use,Federal,1990,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,28,262830.9826,21,94756.28071,381.9685086,378.8707607,
670,RESERVA PARTICULAR DO PATRIMnNIO NATURAL KLAGESI,133,2129,Private Reservation of the Natural Heritage,Sustainable Use,Federal,2005,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,51,339264.9927,80,339263.39,0.2391564,,0.038637822
648,RESERVA EXTRATIVISTA RIOZINHO DO ANFR SIO,134,258,Extractive Reserve,Sustainable Use,Federal,2004,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,3,186787.9957,15,95361.27697,7362.40806,,38.80866191
634,RESERVA EXTRATIVISTA MATA GRANDE,135,226,Extractive Reserve,Sustainable Use,Federal,1992,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,5,113774.2295,73,16777.33265,113.6856123,,104.0508356
643,RESERVA EXTRATIVISTA RIO OURO PRETO,136,256,Extractive Reserve,Sustainable Use,Federal,1990,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,23,139100.6875,39,139098.33,1937.975386,154.7596865,180.3864377
640,RESERVA EXTRATIVISTA RIO CAJARI,137,1518,Extractive Reserve,Sustainable Use,Federal,1990,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,46,15056.27501,7,132732.7686,5616.227318,791.9988751,164.814409
668,RESERVA PARTICULAR DO PATRIMnNIO NATURAL ILHAS ALEXANDRE RODRIGUES FERREIRA,138,2121,Private Reservation of the Natural Heritage,Sustainable Use,Federal,2009,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,0,453864.257,59,416366.0939,3.194101628,,
662,RESERVA PARTICULAR DO PATRIMnNIO NATURAL AURORA NATURA,139,3077,Private Reservation of the Natural Heritage,Sustainable Use,Federal,2012,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,48,200054.9954,55,89402.96147,0.141057565,0.141057573,
630,RESERVA EXTRATIVISTA MARINHA MESTRE LUCINDO,140,3133,Extractive Reserve,Sustainable Use,Federal,2014,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,51,388615.6593,80,388613.4351,191.086937,0.300251754,24.5671313
241,FLORESTA NACIONAL DE SANTA ROSA DO PURUS,141,107,Forest,Sustainable Use,Federal,2001,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,23,621901.5967,20,463626.298,2217.767198,,34.62706288
37,Area de protecao AMBIENTAL DO TAPAJoS,142,268,Enviornmental Protection Area,Sustainable Use,Federal,2006,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,3,385589.5642,37,14345.72313,20078.00738,26.88996635,877.3240386
48,Area DE RELEVANTE INTERESSE Ecologica SERINGAL NOVA ESPERANtA,143,44,Area of Relevant Ecological Interest,Sustainable Use,Federal,1999,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,23,436171.1426,20,331322.9251,24.35634109,,11.51088379
607,RESERVA EXTRATIVISTA DO RIO UNINI,144,283,Extractive Reserve,Sustainable Use,Federal,2006,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,0,229308.5134,6,229316.6021,8851.056013,194.8796548,26.36813798
625,RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA,145,247,Extractive Reserve,Sustainable Use,Federal,2005,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,51,453281.0197,80,453275.3763,432.1638613,5.43830133,48.16970045
628,RESERVA EXTRATIVISTA MARINHA DE GURUPI-PIRIo,146,249,Extractive Reserve,Sustainable Use,Federal,2005,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,51,463660.5548,80,463653.8384,454.9812281,1.982562049,64.54889621
663,RESERVA PARTICULAR DO PATRIMnNIO NATURAL BICO DO JAVAdS,147,2744,Private Reservation of the Natural Heritage,Sustainable Use,Federal,2011,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,28,193336.0656,34,173807.0653,26.19021943,10.05327581,0.074215907
618,RESERVA EXTRATIVISTA LAGO DO CEDRO,148,287,Extractive Reserve,Sustainable Use,Federal,2006,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,48,358989.7492,79,219030.8293,1.53149425,,
615,RESERVA EXTRATIVISTA ITUX,149,1628,Extractive Reserve,Sustainable Use,Federal,2008,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,45,72069.03472,19,0,7502.969995,48.21351589,19.28471168
233,FLORESTA NACIONAL DE JATUARANA,150,119,Forest,Sustainable Use,Federal,2002,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,4,230523.6628,29,230529.3222,5545.794209,,12.29567959
252,FLORESTA NACIONAL DO JAMANXIM,151,266,Forest,Sustainable Use,Federal,2006,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,3,420887.3201,78,156731.3525,12692.30998,40.87664471,1502.828076
655,RESERVA EXTRATIVISTA VERDE PARA SEMPRE,152,260,Extractive Reserve,Sustainable Use,Federal,2004,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,46,100561.9243,10,70036.08862,13332.50863,2993.920918,512.9440113
47,Area DE RELEVANTE INTERESSE ECOLoGICA PROJETO DINsMICA BIOLoGICA DE FRAGMENTOS FLORESTAIS,153,43,Area of Relevant Ecological Interest,Sustainable Use,Federal,1985,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,0,61328.07304,6,61324.12016,32.79357265,,7.498276082
232,FLORESTA NACIONAL DE JACUNDo,154,97,Forest,Sustainable Use,Federal,2004,Correct,Instituto Chico Mendes de Conservacao da Biodiversidade,,,,,,41,26387.04849,66,26388.97293,2136.446613,8.260704814,36.66428637
34,AREA DE PROTEcao AMBIENTAL PARQUE LINEAR DO BINDaee,155,2742,Enviornmental Protection Area,Sustainable Use,Municipal,2012,Schematic,Secretaria Municipal de Meio Ambiente e Sustentabilidade de Manaus - AM,,,,,,0,140360.372,6,140355.9927,0.06305584,,0.063055839
97,AREA DE RELEVANTE INTERESSE ECOLOGICO PARQUE AMBIENTAL ANTONIO DANUBIO LOURENeO DA SILVA,156,1960,Area of Relevant Ecological Interest,Sustainable Use,Municipal,2011,Approximate,Secretaria Municipal de Meio Ambiente de Ananindeua - PA,,,,,,51,303937.5691,80,303936.5834,0.039156973,,0.039156965
96,AREA DE RELEVANTE INTERESSE ECOLOGICO MUSEU PARQUE SERINGAL,157,2663,Area of Relevant Ecological Interest,Sustainable Use,Municipal,2012,Approximate,Secretaria Municipal de Meio Ambiente de Ananindeua - PA,,,,,,51,306173.7021,80,306172.7968,0.012903487,,0.012903467
575,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL DO TUPi,158,2556,Sustainable Development Reserve,Sustainable Use,Municipal,2005,Schematic,Secretaria Municipal de Meio Ambiente e Sustentabilidade de Manaus - AM,,,,,,0,141529.1184,6,141526.6135,124.6294576,,30.30140548
94,AREA DE PROTECAO AMBIENTAL XERIUINI,159,2976,Enviornmental Protection Area,Sustainable Use,Municipal,1999,Schematic,Prefeitura Municipal de Caracara - RR,,,,,,0,271522.9432,59,247059.741,17781.00147,5914.673503,47.91947548
39,Area DE PROTECAO AMBIENTAL MUNICIPAL DO ARICe-AuU,160,2832,Enviornmental Protection Area,Sustainable Use,Municipal,1999,Correct,Secretaria Municipal de Meio Ambiente e Assuntos Fundi rios - Cuiab /MT,,,,,,34,64572.35479,24,29185.13444,692.9195082,614.1624951,35.58461007
95,AREA DE PROTECAO AMBIENTAL TARUMA/PONTA NEGRA,161,2738,Enviornmental Protection Area,Sustainable Use,Municipal,2008,Schematic,Secretaria Municipal de Meio Ambiente e Sustentabilidade de Manaus - AM,,,,,,0,108001.6137,6,107999.6051,231.8457568,,119.7839137
502,PARQUE NATURAL MUNICIPAL DO CANCAO,162,2855,Park,Protection Integral,Municipal,2007,Correct,Prefeitura Municipal de Serra do Navio - AP,,,,,,2,81814.75168,1,4025.797405,3.999733717,,1.392369647
505,PARQUE NATURAL MUNICIPAL VEREDAS DOS CARAJPS,163,3163,Park,Protection Integral,Municipal,2011,Correct,Secretaria Municipal de Meio Ambiente de Canae dos Carajos - PA,,,,,,5,257227.0166,4,126014.448,8.17983121,,8.179877305
504,PARQUE NATURAL MUNICIPAL PARQUE FLORESTAL DE SINOP,164,3196,Park,Protection Integral,Municipal,2014,Correct,Prefeitura de Sinop - MT,,,,,,34,336260.8752,74,61693.26685,0.996331049,,0.996330734
399,MONUMENTO NATURAL CANYONS E CORREDEIRAS DO RIO SONO,165,2792,Natural Monument,Protection Integral,Municipal,2012,Approximate,Prefeitura Municipal de Sao Felix do Tocantins - TO,,,,,,28,163330.8822,12,2307.937177,13.87079958,13.8708075,
447,PARQUE ESTADUAL DE MONTE ALEGRE,166,1032,Park,Protection Integral,State,2001,Approximate,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,3,83020.0772,50,65343.47776,37.46025101,22.65965667,6.670352111
474,PARQUE ESTADUAL TUCUMv,167,456,Park,Protection Integral,State,2002,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,4,210032.9226,75,84621.24361,779.1010958,1.6727582,5.850447661
171,ESTA,168,1919,Esta,Protection Integral,State,2003,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,4,104356.9774,29,104368.2715,53043.62244,1213.765392,54.74184598
451,PARQUE ESTADUAL DO BACANGA,169,1882,Park,Protection Integral,State,1980,Approximate,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhao,,,,,,5,561754.6827,73,487143.94,26.98285037,,8.721531753
462,PARQUE ESTADUAL IGARAPeS DO JURUENA,170,455,Park,Protection Integral,State,2002,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,4,128735.8218,29,128738.9022,2155.435357,13.61550225,18.8204501
170,ESTA,171,1891,Esta,Protection Integral,State,2005,Approximate,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhao,,,,,,5,573786.1746,73,498139.2759,53043.62244,1213.765392,54.74184598
448,PARQUE ESTADUAL DE oGUAS QUENTES,172,1467,Park,Protection Integral,State,1978,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,112952.6478,24,56165.24246,13.82132123,,4.855282079
446,PARQUE ESTADUAL DE GUAJARe-MIRIM,173,765,Park,Protection Integral,State,1990,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,23,103126.8659,39,103121.9391,1927.598793,959.2260645,19.40844568
475,PARQUE ESTADUAL Za BOLO FLs,174,1903,Park,Protection Integral,State,2000,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,88366.88163,24,70420.20205,0.474662289,0.474662283,
174,ESTA,175,1034,Esta,Protection Integral,State,2006,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,46,233850.3082,11,99073.69469,53043.62244,1213.765392,54.74184598
459,PARQUE ESTADUAL DOM OSiRIO STOFFEL,176,460,Park,Protection Integral,State,2002,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,19,49382.35293,36,49382.55801,58.7027942,3.964692446,16.20156812
450,PARQUE ESTADUAL DO ARAGUAIAA,177,1917,Park,Protection Integral,State,2001,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,36,244151.3337,56,244205.99,2153.743365,1876.77468,18.51421901
548,RESERVA BIOLeGICA RIO OURO PRETO,178,767,Biological Reserve,Protection Integral,State,1990,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,23,167752.6689,39,167750.0092,518.0446085,104.4357836,0.119958272
178,ESTACAIO ECOLoGICA SERRA DOS TReS IRMaOS,179,768,Esta,Protection Integral,State,1990,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,23,11493.5923,39,11499.37715,855.411109,6.158666879,4.608943345
177,ESTACAIO ECOLoGICA SAMUEL,180,764,Esta,Protection Integral,State,1989,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,26898.08142,66,26888.93817,625.9612444,,19.5698456
456,PARQUE ESTADUAL DO MATUPIRI,181,1736,Park,Protection Integral,State,2009,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,351446.9896,6,351442.9264,5086.342798,246.8400607,13.13332116
460,PARQUE ESTADUAL ENCONTRO DAS AGUAS,182,1916,Park,Protection Integral,State,2004,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,19,168994.1413,36,168999.7163,985.4896278,930.4028252,3.001966071
458,PARQUE ESTADUAL DO XINGU,183,470,Park,Protection Integral,State,2001,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,28,437043.5026,74,323364.7707,909.587936,631.7673702,0.81885604
468,PARQUE ESTADUAL SERRA DOS REIS,184,774,Park,Protection Integral,State,1997,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,23,325924.8927,39,325919.9976,341.3344942,10.10679747,9.217513632
461,PARQUE ESTADUAL GUARIBA,185,1004,Park,Protection Integral,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,191068.0191,75,145346.7953,685.0740472,240.9579096,0.163672242
465,PARQUE ESTADUAL RIO NEGRO SETOR SUL,186,1006,Park,Protection Integral,State,1995,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,110568.9482,6,110571.3111,802.59067,,0.868146579
471,PARQUE ESTADUAL SUCUNDURI,187,1009,Park,Protection Integral,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,164564.6551,32,146330.3138,7698.757706,105.5783847,8.066902962
401,MONUMENTO NATURAL MORRO DE SANTO ANTeNIO,188,1920,Natural Monument,Protection Integral,State,2006,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,103137.4986,24,80578.82667,2.370033192,2.370033203,
464,PARQUE ESTADUAL RIO NEGRO SETOR NORTE,189,1007,Park,Protection Integral,State,1995,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,194659.1286,6,194665.472,1532.254794,,7.879840009
466,PARQUE ESTADUAL SERRA AZUL,190,472,Park,Protection Integral,State,1994,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,19,302245.0611,79,105622.6353,100.9909884,100.9909846,
444,PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI,191,421,Park,Protection Integral,State,1999,Correct,Instituto de Meio Ambiente do Mato Grosso do Sul,,,,,,39,163059.8528,77,18096.1234,1.043913895,0.873642174,
545,REFUGIO DE VIDA SILVESTRE METRMPOLE DA AMAZoNIA,192,1881,Wildlife Refuge,Protection Integral,State,2010,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,51,300703.6607,80,300702.2551,66.51245087,0.877472366,11.83588211
546,RESERVA BIOL GICA CULUENE,193,457,Biological Reserve,Protection Integral,State,1989,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,288973.5363,79,156636.6023,33.51655798,33.51655796,
445,PARQUE ESTADUAL DE CORUMBIARA,194,1495,Park,Protection Integral,State,1990,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,40,138087.5151,64,138085.2616,3933.205391,2557.169826,84.49207255
470,PARQUE ESTADUAL SERRA SANTA BvRBARA,195,462,Park,Protection Integral,State,1997,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,17,72337.66536,33,72336.74105,1104.639249,898.5424404,39.99166483
457,PARQUE ESTADUAL DO UTINGA,196,1022,Park,Protection Integral,State,1993,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,51,297588.8381,80,297587.8176,14.59852722,0.044637891,5.705340342
172,ESTA,197,1899,Esta,Protection Integral,State,1997,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,4,177133.6543,75,124739.5276,53043.62244,1213.765392,54.74184598
449,PARQUE ESTADUAL DO ARAGUAIA,198,1744,Park,Protection Integral,State,2002,Approximate,Secretaria Estadual do Meio Ambiente e dos Recursos Hidricos de Goias,,,,,,36,247712.2779,56,247776.5782,1.234028241,,
560,RESERVA BIOLsGICA MORRO DOS SEIS LAGOS,199,1011,Biological Reserve,Protection Integral,State,1990,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,828256.672,59,787408.9972,409.6186762,,9.1175373
440,PARQUE ESTADUAL CHANDLESS,200,939,Park,Protection Integral,State,2004,Correct,Secretaria de Estado de Meio Ambiente do Acre,,,,,,23,553212.5513,20,396214.0389,6612.690054,,2.761209658
443,PARQUE ESTADUAL DA SERRA DOS MARTeRIOS/ANDORINHAS,201,1021,Park,Protection Integral,State,1996,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,5,104987.6399,67,14105.58558,247.0899287,226.0209526,13.73385282
454,PARQUE ESTADUAL DO JALAPeO,202,1486,Park,Protection Integral,State,2001,Correct,Instituto Natureza do Tocantins,,,,,,28,164478.5575,21,0,1510.292563,1510.292519,
452,PARQUE ESTADUAL DO CANToO,203,1487,Park,Protection Integral,State,1998,Correct,Instituto Natureza do Tocantins,,,,,,28,174758.7837,46,174809.7693,959.8707853,75.29741071,30.75283436
193,Estacio Ecologica DO RIO RONURO,204,451,Ecological Station,Protection Integral,State,1998,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,236717.058,47,89752.67231,957.7403708,,33.07441753
549,RESERVA BIOLeGICA TRAdADAL,205,770,Biological Reserve,Protection Integral,State,1990,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,23,214996.082,39,214994.4654,236.2728245,28.41015113,4.904315217
441,PARQUE ESTADUAL CHARAPUCU,206,2042,Park,Protection Integral,State,2010,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,16,135275.1345,31,135267.1729,692.3460894,,0.531627259
463,PARQUE ESTADUAL MnE BONIFnCIA,207,464,Park,Protection Integral,State,2000,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,84713.27271,24,72621.38864,0.709283453,0.709283459,
455,PARQUE ESTADUAL DO LAJEADO,208,1488,Park,Protection Integral,State,2001,Correct,Instituto Natureza do Tocantins,,,,,,28,29684.25335,46,29706.71417,102.3537971,102.3537974,
547,RESERVA BIOLeGICA DE MAICURU,209,1033,Biological Reserve,Protection Integral,State,2006,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,46,159690.1439,45,112094.3883,12658.04737,5.453690496,67.57561263
453,PARQUE ESTADUAL DO GUIRm,210,477,Park,Protection Integral,State,2002,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,20,209897.1245,38,209888.7091,953.6971498,750.0207172,
442,PARQUE ESTADUAL CRISTALINO,211,1901,Park,Protection Integral,State,2000,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,4,378463.9576,78,86285.50889,564.5994785,13.95549106,37.61325374
544,REF,212,475,Wildlife Refuge,Protection Integral,State,2001,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,36,253200.8837,56,253259.4956,333.2969781,235.1251485,2.855182294
472,PARQUE ESTADUAL SUMA MA,213,1010,Park,Protection Integral,State,2003,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,135445.4736,6,135440.9699,0.538417553,,0.538417545
469,PARQUE ESTADUAL SERRA RICARDO FRANCO,214,448,Park,Protection Integral,State,1997,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,17,113512.0118,33,113522.3572,1449.558142,733.5030763,358.344624
473,PARQUE ESTADUAL tGUAS DO CUIABm,215,454,Park,Protection Integral,State,2002,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,72243.53728,48,72241.39249,101.3845649,101.3845649,
467,PARQUE ESTADUAL SERRA DO ARACA,216,1008,Park,Protection Integral,State,1990,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,481804.1787,59,407679.8148,20378.3695,327.4537858,87.72858608
400,MONUMENTO NATURAL DAS oRVORES FOSSILIZADAS,217,1489,Natural Monument,Protection Integral,State,2000,Correct,Instituto Natureza do Tocantins,,,,,,5,93402.46508,81,75825.10344,285.0698869,285.0237171,
656,RESERVA PARTICULAR DO PATRIM NIO NATURAL PEUGEOT-ONF-BRASIL,218,1923,Private Reservation of the Natural Heritage,Sustainable Use,State,2010,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,,,,,,,
214,FLORESTA ESTADUAL DO ARAGUAIA,219,1754,Forest,Sustainable Use,State,2002,Correct,Secretaria Estadual do Meio Ambiente e dos Recursos Hidricos de Goias,,,,,,36,247191.745,56,247256.07,0.352708759,,
581,RESERVA DE DESENVOLVIMENTO SUSTENTtVEL IGAPR-AuU,220,1732,Sustainable Development Reserve,Sustainable Use,State,2009,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,327492.1015,6,327488.1987,3948.481052,,53.69491594
205,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MACHADO,221,740,Forest,Sustainable Use,State,1990,Schematic,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,96568.86261,75,5109.896403,1131.133876,19.62543829,15.82742689
5,Area de protecao AMBIENTAL DA REGImO METROLPOLITANA DE BELnM,222,1025,Enviornmental Protection Area,Sustainable Use,State,1993,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,51,292123.2167,80,292122.2504,58.96890863,,32.69605496
580,RESERVA DE DESENVOLVIMENTO SUSTENTsVEL PUCURUi - ARARiO,223,1031,Sustainable Development Reserve,Sustainable Use,State,2002,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,51,17502.2263,80,17501.10011,294.3790776,,6.561023084
209,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO PERIQUITO,224,778,Forest,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,116540.4471,75,61582.01875,10.87804744,,8.296620249
219,FLORESTA ESTADUAL RIO URUBU,225,1002,Forest,Sustainable Use,State,2003,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,46802.39978,6,46799.65199,279.3929041,,0.143473133
53,Area de protecao AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMaES,226,994,Enviornmental Protection Area,Sustainable Use,State,1995,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,150986.5213,6,150982.4651,4740.615667,83.10572541,702.2872915
13,Area de protecao AMBIENTAL DO ITAPIRACa,227,1890,Enviornmental Protection Area,Sustainable Use,State,1997,Approximate,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhao,,,,,,5,574573.9856,73,499788.0748,3.658882465,,1.191575765
52,Area de protecao AMBIENTAL LAGO DO AMAP,228,941,Enviornmental Protection Area,Sustainable Use,State,2005,Correct,Secretaria de Estado de Meio Ambiente do Acre,,,,,,23,345575.1989,20,221050.2263,49.31369271,,33.03399213
